cik,days_to_first_price_update,days_to_final_price_revision,days_from_priced_to_listing,days_from_s1_to_listing,size_of_first_price_update,size_of_final_price_revision,percent_first_price_update,percent_final_price_revision,pct_first_price_change,days_to_first_price_change,prange_change_first_price_update,prange_change_plus,delay_in_price_update,number_of_price_updates,number_of_price_updates_up,number_of_price_updates_down,offer_in_filing_price_range,Coname,Year,date_1st_pricing,date_last_pricing,date_s1_filing,date_424b,date_trading,Date,Offer Price,Open,Close,High,Low,Volume,open_return,close_return,SIC,FF49_industry,BAA_yield_changes,confidential_IPO,foreign,exchange,amends,VC,underwriter_rank_single,underwriter_rank_avg,underwriter_rank_med,underwriter_num_leads,underwriter_collective_rank,underwriter_tier,share_overhang,shares_offered,total_dual_class_shares,proceeds,market_cap,liab_over_assets,price_to_earnings,price_to_sales,EPS,sales,priceupdate_down,priceupdate_up,M3_IPO_volume,M3_indust_rets,M3_initial_returns,M3_pct_above_midpoint,IoT_15day_CASI_all,IoT_15day_CASI_business_industrial,IoT_15day_CASI_finance,IoT_15day_CASI_weighted_finance,IoT_30day_CASI_all,IoT_30day_CASI_business_industrial,IoT_30day_CASI_finance,IoT_30day_CASI_weighted_finance,IoT_60day_CASI_all,IoT_60day_CASI_business_industrial,IoT_60day_CASI_finance,IoT_60day_CASI_weighted_finance,IoT_15day_CASI_news,IoT_30day_CASI_news,IoT_entity_type,amendment,gtrends_name,pct_final_revision_down,pct_final_revision_up,pct_first_price_change_up,pct_first_price_change_down,media_1st_pricing,media_listing,lockup_expiration,lockup_period,underwriter_syndicate_size,num_S1A,original_prange,prange_change_pct,original_price_is_range,original_prange_size,num_priced_S1A,num_SEC_amendments,num_roadshow_S1A,underwriter_first_lead,underwriter_groups,stddev_prices_10day,stddev_prices_5day
0883981,17.0,17.0,17.0,69.0,2.0,2.0,13.333333333333336,13.333333333333336,13.333333333333336,17.0,-2.0,2.0,100.0,1,1,0,above,MORTONS RESTAURANT GROUP INC,2006,2006-01-23,2006-02-09,2005-12-02,2006-02-09,2006-02-09,2006/02/09,17.0,20.0,17.899999618530273,20.25,17.690000534057614,8246800.0,17.647058486938477,5.294117450714111,5812,Meals,-0.15000000596046448,0,0,New York Stock Exchange,Up,1,7.000999927520753,7.0,7.0,1,7.0,0+,1.7008452415466309,9465000.0,16098500.0,141975000.0,241477500.0,0.6359746244538871,170.17441860465115,1.1121742614751151,0.08814485821660402,217122000.0,0.0,13.333333333333336,12.333333015441895,4.023333549499512,15.233333587646484,41.33333206176758,-0.04102634675563648,-9.225476285679157e-16,0.0,-0.013675448918545798,0.24499004957906226,-0.006233418884904436,0.0,0.07958554356471925,4.386472847010752,1.2664049135678703,0.0,1.8842925868595404,-9.225476285679157e-16,-0.006233418884904436,Restaurant company,1.0,Mortons The Steakhouse,0.0,13.333333333333336,13.333333333333336,0.0,0,0,2006-08-08,180,8,7,"[14.0, 16.0]",-100.0,True,2.0,5,2,3,"Wachovia Capital Markets, LLC","Wachovia Capital Markets, LLC",0.3575597852108091,0.44808034993737417
0884909,,94.0,94.0,144.0,,-3.0,,-20.0,-20.0,94.0,,0.0,100.0,1,0,1,under,HOME DIAGNOSTICS INC,2006,2006-06-19,2006-09-21,2006-05-01,2006-09-22,2006-09-21,2006/09/21,12.0,12.0,12.609999656677244,12.800000190734865,12.0,2766714.0,0.0,5.083333492279053,3845,MedEq,0.10000000149011612,0,0,NASDAQ Global Market,None,0,9.00100040435791,9.0,9.0,1,9.0,8.5+,2.663989782333374,6599487.0,17580966.0,98992305.0,263714490.0,0.3729530985133017,82.71044841842601,4.734427399327854,0.1813555637386478,55701454.0,0.0,0.0,14.0,-3.1633334159851074,7.166666507720947,34.0,-0.1244340541728987,0.0,0.0,-0.0414780180576329,-0.2810420246108645,0.0,0.0,-0.09368067487028817,0.025879079247324927,0.0,0.0,0.008626359749108308,-0.1244340541728987,-0.2810420246108645,Search term,0.0,Home Diagnostics,20.0,0.0,0.0,-20.0,0,6,2007-03-20,180,4,6,"[14.0, 16.0]",-100.0,True,2.0,5,1,4,"J.P. Morgan and Co., Inc","J.P. Morgan and Co., Inc",0.21044951888754682,0.06764613810115071
0885306,,36.0,36.0,120.0,,2.0,,15.384615384615385,15.384615384615385,36.0,,0.0,100.0,1,1,0,above,CYNOSURE INC,2005,2005-11-03,2005-12-09,2005-08-11,2005-12-09,2005-12-09,2005/12/09,15.0,16.989999771118164,18.93000030517578,21.149999618530273,16.540000915527347,4415344.0,13.266666412353516,26.20000076293945,3845,MedEq,0.36000001430511475,0,0,NASDAQ Global Market,None,1,0.0,0.0,0.0,1,0.0,0+,1.0,5000000.0,5000000.0,65000000.0,65000000.0,0.5206325169632197,39.877300613496935,1.6200991999202412,0.326,40121000.0,0.0,0.0,13.666666984558105,-1.086666703224182,12.833333015441895,34.33333206176758,1.3009813008581723,0.0,0.0,0.4336604336193908,30.67934472938919,0.0,0.0,10.226448243129733,48.84768886523225,0.0,0.0,16.282562955077413,1.3009813008581723,30.67934472938919,Search term,0.0,Cynosure,0.0,15.384615384615385,15.384615384615385,0.0,0,0,2006-06-07,180,4,5,"[12.0, 14.0]",-100.0,True,2.0,3,2,2,Citigroup Global Markets Inc,Citigroup Global Markets Inc,1.0362528648935065,1.4409580146555279
0890264,,10.0,10.0,330.0,,-2.0,,-16.666666666666664,-16.666666666666664,10.0,,0.0,100.0,1,0,1,under,EXA CORP,2012,2012-06-18,2012-06-28,2011-08-03,2012-06-28,2012-06-28,2012/06/28,10.0,10.0,9.800000190734863,10.130000114440918,9.25,2162497.0,0.0,-2.0,7372,Softw,-0.17000000178813934,0,0,NASDAQ Global Market,None,0,7.000999927520753,7.0,7.0,1,7.0,0+,2.1109056472778316,6250000.0,13193161.0,75000000.0,158317932.0,1.0555694631620878,14910.334526276132,14.052112788317492,0.0008048109168075793,11266486.0,0.0,0.0,7.0,-1.5266666412353516,15.0,48.33333206176758,-0.14165022834285793,0.0,0.0,-0.047216742780952635,-0.025452462435632702,0.0,0.0,-0.0084841541452109,3.0217221849082936,0.0,0.0,1.0072407283027645,-0.14165022834285793,-0.025452462435632702,Computer-aided engineering company,0.0,Exa Corporation,16.666666666666664,0.0,0.0,-16.666666666666664,5,34,2012-12-25,180,4,7,"[11.0, 13.0]",-100.0,True,2.0,2,5,1,"Stifel Nicolaus and Company, Incorporated","Stifel Nicolaus and Company, Incorporated",0.24368832553078926,0.2911082272969966
0890640,21.0,22.0,22.0,22.0,-2.0,-3.0,-10.526315789473683,-15.789473684210524,-10.526315789473683,21.0,0.0,0.0,95.45454545454544,2,0,2,under,COREL CORP,2006,2006-04-04,2006-04-26,2006-04-04,2006-04-26,2006-04-26,2006/04/26,16.0,15.359999656677244,15.850000381469727,16.100000381469727,15.350000381469727,2191936.0,-4.0,-0.9375,7372,Softw,0.4099999964237213,0,1,NASDAQ,Down,1,9.00100040435791,9.0,9.0,1,9.0,8.5+,3.768065690994263,6500000.0,24492428.0,123500000.0,465356132.0,1.7053692608163131,-53.165329829772645,2.836776303918461,-0.35737575711154485,164044000.0,10.526315789473683,0.0,11.666666984558105,-1.0833333730697632,9.533333778381348,45.33333206176758,-0.4940589702638052,-0.7104035490893819,0.06165027437735866,-0.3809374149919428,-0.6081753783578578,-1.2598269840244054,0.15807091275930138,-0.5699771498743207,-1.3896690028169099,-1.0299646532924491,0.12838168147456214,-0.7637506582115987,-0.3243766373560116,-0.550878035632552,Software company,-1.0,Corel,15.789473684210524,0.0,0.0,-10.526315789473683,17,34,2006-10-23,180,6,5,"[18.0, 20.0]",0.0,True,2.0,5,0,3,Morgan Stanley and Co. Incorporated,Morgan Stanley and Co. Incorporated,0.08248636250920516,0.09785703858180067
0892553,,28.0,28.0,105.0,,-5.0,,-25.0,-25.0,28.0,,0.0,100.0,1,0,1,under,CHART INDUSTRIES INC,2006,2006-06-28,2006-07-26,2006-04-13,2006-07-27,2006-07-26,2006/07/26,15.0,15.0,15.199999809265135,15.199999809265135,14.75,4702575.0,0.0,1.3333333730697632,3443,FabPr,0.10000000149011612,0,0,NASDAQ Global Market,None,0,9.00100040435791,8.300000190734862,8.300000190734862,3,25.0,7+,2.0470433235168457,12500000.0,25588044.0,250000000.0,511760880.0,0.8108922851010613,84.65854094292804,4.235028798411122,0.2362431454315148,120840000.0,0.0,0.0,14.0,-3.546666622161865,7.166666507720947,34.0,0.2970982113026157,-1.422867972795525,0.0,-0.375256587164303,1.2398030767599406,-0.8480327118496462,0.0,0.13059012163676476,2.775744528524412,48.27132610246707,0.0,17.015690210330494,-1.422867972795525,-0.8480327118496462,Search term,0.0,Chart Industries,25.0,0.0,0.0,-25.0,0,10,2007-01-22,180,6,7,"[19.0, 21.0]",-100.0,True,2.0,4,3,3,Lehman Brothers Inc,Multiple Lead Underwriters,1.4493533040635744,1.5811388300841898
0895126,,27.0,27.0,130.0,,-1.0,,-5.0,-5.0,27.0,,0.0,100.0,1,0,1,within,CHESAPEAKE ENERGY CORP,2011,2011-10-18,2011-11-14,2011-07-07,2011-11-14,2011-11-14,2011/11/14,19.0,26.15999984741211,25.670000076293945,26.28000068664551,25.489999771118164,10845610.0,37.68421173095703,35.105262756347656,1311,Oil,0.009999999776482582,0,0,New York Stock Exchange,None,1,9.00100040435791,8.0,8.0,2,16.0,7+,1.7531249523162842,20000000.0,35062500.0,400000000.0,701250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.8766666650772093,15.966666221618652,0.0,0.3828019355519208,0.5700064897605901,2.8895880688073667,1.2807988313732923,0.2000302273674064,1.3436914615230582,0.4558367534352477,0.6665194807752374,1.3696179519341192,0.10932301166447167,1.6326176753153294,1.0371862129713068,1.7297972792839784,0.8997641074791529,Company,0.0,Chesapeake Energy,5.0,0.0,0.0,-5.0,0,9,2012-05-14,180,24,8,"[19.0, 21.0]",-100.0,True,2.0,4,4,4,Morgan Stanley and Co. LLC,Multiple Lead Underwriters,0.2406262662304347,0.13937001112147518
0902622,,20.0,20.0,301.0,,-3.0,,-27.27272727272727,-27.27272727272727,20.0,,0.0,100.0,1,0,1,under,ICAGEN INC,2005,2005-01-14,2005-02-03,2004-04-08,2005-02-03,2005-02-03,2005/02/03,8.0,8.050000190734862,7.300000190734862,8.060000419616701,7.050000190734862,3682301.0,0.625,-8.75,2834,Drugs,-0.18000000715255735,0,0,NASDAQ,None,1,9.00100040435791,9.0,9.0,1,9.0,8.5+,4.288741111755371,5000000.0,21443706.0,55000000.0,235880766.0,0.4872167845960405,-19.283908273381297,65.85169346733669,-0.5704237877538518,3582000.0,0.0,0.0,14.333333015441895,0.09000000357627869,15.466666221618652,55.66666793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Icagen Inc,27.27272727272727,0.0,0.0,-27.27272727272727,0,0,2005-08-02,180,3,8,"[10.0, 12.0]",-100.0,True,2.0,3,5,2,J.P. Morgan Securities Inc,J.P. Morgan Securities Inc,0.12690153663372236,0.1651665825765005
0923144,,26.0,26.0,144.0,,-1.0,,-5.882352941176473,-5.882352941176473,26.0,,0.0,100.0,1,0,1,within,WILLIAMS SCOTSMAN INTERNATIONAL INC,2005,2005-08-25,2005-09-20,2005-04-29,2005-09-20,2005-09-20,2005/09/20,16.0,15.859999656677244,15.979999542236328,16.200000762939453,15.75,7330728.0,-0.875,-0.125,7359,BusSv,0.10000000149011612,0,0,NASDAQ Global Market,None,0,8.00100040435791,5.300000190734863,5.300000190734863,3,16.0,0+,2.526390790939331,15325837.0,38719052.0,260539229.0,658223884.0,0.9878269317386306,-187.84928196347042,2.5208102299361204,-0.09049808347580413,261116000.0,0.0,0.0,18.66666603088379,2.616666555404663,11.199999809265137,45.66666793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Williams Scotsman International,5.882352941176473,0.0,0.0,-5.882352941176473,0,6,2006-03-20,180,6,9,"[16.0, 18.0]",-100.0,True,2.0,5,4,5,CIBC World Markets Corp,Multiple Lead Underwriters,0.1207518115806136,0.15104966070799367
0929186,,14.0,14.0,141.0,,0.0,,0.0,0.0,14.0,,0.0,100.0,0,0,0,within,FIRST MERCURY FINANCIAL CORP,2006,2006-10-04,2006-10-18,2006-05-30,2006-10-18,2006-10-18,2006/10/18,17.0,19.0,19.5,19.739999771118164,18.75,5849200.0,11.764705657958984,14.70588207244873,6331,Insur,-0.17000000178813934,0,0,New York Stock Exchange,None,0,9.00100040435791,8.0,8.0,2,16.0,7+,1.6356009244918823,9705882.0,15874949.0,164999994.0,269874133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.2266666889190674,14.06666660308838,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,First Mercury Financial,0.0,0.0,0.0,0.0,0,0,2007-04-16,180,7,6,"[16.0, 18.0]",-100.0,True,2.0,3,3,2,J.P. Morgan Securities Inc,Multiple Lead Underwriters,0.6618527026461398,0.1688786546606763
0937098,,13.0,13.0,126.0,,0.0,,0.0,0.0,13.0,,0.0,100.0,0,0,0,within,TRINET GROUP INC,2014,2014-03-14,2014-03-27,2013-11-21,2014-03-27,2014-03-27,2014/03/27,16.0,18.5,19.100000381469727,19.450000762939453,17.280000686645508,14186270.0,15.625,19.375,7374,BusSv,-0.12999999523162842,0,0,New York Stock Exchange,None,1,9.00100040435791,8.800000190734863,8.800000190734863,3,26.5,8.5+,4.55501651763916,15000000.0,68325248.0,240000000.0,1093203968.0,1.188439979982408,83.1523517152202,0.6648547037448116,0.19241788921132053,1644275000.0,0.0,0.0,19.33333396911621,-0.5366666913032532,21.933332443237305,36.66666793823242,1.7540548283191684,2.3157743220608697,-0.19722006135931394,1.2908696963402413,1.3843239310296993,1.484591131784808,0.3049824148664161,1.0579658258936409,1.2886886313366734,3.5045839535822187,3.0319673883628546,2.608413324427249,1.059277130350778,0.8947867733256121,Company,0.0,Trinet Group,0.0,0.0,0.0,0.0,0,12,2014-09-23,180,6,6,"[15.0, 17.0]",-100.0,True,2.0,2,4,1,Deutsche Bank Securities Inc,Multiple Lead Underwriters,0.8121631609473555,0.8607113337234492
0937556,,19.0,19.0,113.0,,0.0,,0.0,0.0,19.0,,0.0,100.0,0,0,0,within,MASIMO CORP,2007,2007-07-20,2007-08-08,2007-04-17,2007-08-08,2007-08-08,2007/08/08,17.0,19.0,20.899999618530273,21.399999618530273,18.700000762939453,5246388.0,11.764705657958984,22.941177368164066,3845,MedEq,0.25999999046325684,0,0,NASDAQ Global Market,None,1,9.00100040435791,5.300000190734863,5.300000190734863,3,16.0,0+,4.4321932792663565,11916626.0,52816788.0,202582642.0,897885396.0,0.5652405397766487,98.70126371331207,15.23027099094209,0.1722369031604118,58954000.0,0.0,0.0,18.33333396911621,-0.7733333110809326,11.56666660308838,40.33333206176758,0.5011496006174324,0.4556485396770328,0.0,0.3189327134314884,-0.08247398892220675,14.46823961844836,0.0,4.79525520984205,1.0863897089484575,48.574157940967176,0.0,16.55351588330521,0.4556485396770328,14.46823961844836,Company,0.0,Masimo,0.0,0.0,0.0,0.0,0,9,2008-02-04,180,5,10,"[16.0, 18.0]",-100.0,True,2.0,5,5,4,Citigroup Global Markets Inc,Multiple Lead Underwriters,0.4266895827179284,0.3478850384825423
0946492,,160.0,160.0,265.0,,-3.0,,-20.0,-20.0,160.0,,0.0,100.0,1,0,1,under,NATIONAL ATLANTIC HOLDINGS CORP,2005,2004-11-12,2005-04-21,2004-07-30,2005-04-21,2005-04-21,2005/04/21,12.0,12.0,11.8100004196167,12.010000228881836,11.06999969482422,3174717.0,0.0,-1.5833333730697632,6331,Insur,-0.07000000029802322,0,0,NASDAQ Global Market,None,0,0.0,0.0,0.0,1,0.0,0+,1.6431564092636108,6650000.0,10926990.0,99750000.0,163904850.0,0.8045954166810687,9.393904745529571,0.7854664257782549,1.596780083078689,208672000.0,0.0,0.0,14.333333015441895,1.5366666316986084,15.43333339691162,46.66666793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,National Atlantic Holdings,20.0,0.0,0.0,-20.0,0,8,2005-10-18,180,5,9,"[14.0, 16.0]",-100.0,True,2.0,7,2,5,Citigroup Global Markets Inc,Citigroup Global Markets Inc,0.41417387653013543,0.30776614498674143
1004724,251.0,280.0,280.0,1608.0,-0.5,-0.5,-5.0,-5.0,-5.0,251.0,-2.0,2.0,89.64285714285715,2,0,2,within,"ADCARE HEALTH SYSTEMS, INC",2006,2006-02-03,2006-11-09,2006-02-03,2010-06-30,2006-11-10,2006/11/10,9.5,9.5,9.75,9.75,9.5,69000.0,0.0,2.6315789222717285,8051,Hlth,-0.05000000074505806,0,0,American Stock Exchange,Down,1,3.000999927520752,2.5,2.5,2,5.0,0+,5.264715671539307,703000.0,3701095.0,7733000.0,40712045.0,0.9355185842148304,-31.8595004781424,3.6974194289585762,-0.3452659280564265,11010935.0,5.0,0.0,12.666666984558105,0.013333333656191826,11.466666221618652,40.33333206176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,-1.0,AdCare Health,5.0,0.0,0.0,-5.0,0,0,2007-05-08,180,2,11,"[9.0, 11.0]",-100.0,True,2.0,9,2,5,"Joseph Gunnar and Co., LLC",Multiple Lead Underwriters,0.13047988350699874,0.07483314773547861
1004945,,14.0,14.0,84.0,,-4.0,,-25.0,-25.0,14.0,,0.0,100.0,1,0,1,under,LUMENIS LTD,2014,2014-02-13,2014-02-27,2013-12-06,2014-02-28,2014-02-27,2014/02/27,12.0,12.5,12.149999618530273,13.380000114440918,12.0600004196167,5986990.0,4.166666507720946,1.25,3845,MedEq,-0.2800000011920929,0,1,NASDAQ,None,1,9.00100040435791,8.5,8.5,3,25.5,7+,1.5153015851974487,6250000.0,9470635.0,100000000.0,151530160.0,0.9142628787328344,8.712134766860231,0.5710447851188591,1.8365188817856464,265356000.0,0.0,0.0,14.666666984558105,1.8866666555404663,20.36666679382324,26.66666603088379,2.7904343397228506,-0.4488949763185399,0.0,0.7805131211347702,4.963372598818422,-0.8493614941090739,0.0,1.371337034903116,3.2181029481481103,0.2530891552041068,0.0,1.157064034450739,-0.4488949763185399,-0.8493614941090739,Search term,0.0,Lumenis,25.0,0.0,0.0,-25.0,0,0,2014-08-26,180,4,5,"[15.0, 17.0]",-100.0,True,2.0,2,3,1,Credit Suisse Securities (USA) LLC,Multiple Lead Underwriters,0.20490241579835036,0.2802427519134083
1007019,,313.0,313.0,313.0,,0.0,,0.0,0.0,313.0,,0.0,100.0,0,0,0,within,COFFEE HOLDING CO INC,2005,2004-06-24,2005-05-03,2004-06-24,2005-05-03,2005-05-03,2005/05/03,5.0,5.0,5.199999809265137,5.300000190734863,5.0,130700.0,0.0,4.0,5140,Whlsl,0.0,0,0,American Stock Exchange,None,0,3.000999927520752,3.0,3.0,1,3.0,0+,3.7927358150482178,1400000.0,5309830.0,7700000.0,29204065.0,0.6696465956586954,72.5961827677668,3.623207258308645,0.07576155922129334,8060280.0,0.0,0.0,15.666666984558105,1.3166667222976685,14.633333206176758,32.66666793823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Coffee Holding CO,0.0,0.0,0.0,0.0,0,0,2006-01-31,273,2,6,[],,False,0.0,6,0,6,"Joseph Stevens and Co., Inc","Joseph Stevens and Co., Inc",0.11891593669479295,0.08717797887081351
1008848,17.0,18.0,18.0,128.0,-5.5,-6.0,-45.83333333333333,-50.0,-45.83333333333333,17.0,-1.0,1.0,94.44444444444444,2,0,2,under,ACORDA THERAPEUTICS INC,2006,2006-01-23,2006-02-10,2005-10-05,2006-02-10,2006-02-10,2006/02/10,6.0,6.170000076293945,6.71999979019165,7.480000019073486,6.0999999046325675,931539.0,2.8333332538604736,12.0,2836,Drugs,-0.15000000596046448,0,0,NASDAQ,Down,1,8.00100040435791,8.0,8.0,1,8.0,7+,3.46309494972229,5500000.0,19047022.0,66000000.0,228564264.0,1.6525690469413892,-8.803194726685852,70.56432313880653,-1.3631414926700878,3239091.0,45.83333333333333,0.0,12.333333015441895,2.053333282470703,15.233333587646484,41.33333206176758,0.2435891069403661,0.0,0.0,0.08119636898012203,11.403083162986555,0.0,0.0,3.801027720995518,46.226929461004964,0.0,0.0,15.408976487001656,0.2435891069403661,11.403083162986555,Biotechnology company,-1.0,Acorda Therapeutics,50.0,0.0,0.0,-45.83333333333333,0,8,2006-08-09,180,4,9,"[11.0, 13.0]",-50.0,True,2.0,4,5,2,Banc of America Securities LLC,Banc of America Securities LLC,0.20297783130184432,0.27643444069073586
1009667,,17.0,17.0,153.0,,-1.0,,-10.0,-10.0,17.0,,0.0,100.0,1,0,1,within,AMCOMP INC /FL,2006,2006-01-24,2006-02-10,2005-09-13,2006-02-13,2006-02-10,2006/02/10,9.0,9.020000457763672,9.0,9.050000190734863,8.75,3043265.0,0.2222222238779068,0.0,6331,Insur,-0.15000000596046448,0,0,NASDAQ,None,0,0.0,0.0,0.0,1,0.0,0+,1.4817513227462769,10500000.0,15558389.0,105000000.0,155583890.0,0.8810445295971564,12.830602836879432,0.7844381308675091,0.7793866061582597,198338000.0,0.0,0.0,12.333333015441895,1.190000057220459,15.233333587646484,41.33333206176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,AmComp,10.0,0.0,0.0,-10.0,0,0,2006-08-09,180,3,6,"[9.0, 11.0]",-100.0,True,2.0,3,3,3,"Friedman, Billings, Ramsey and Co., Inc","Friedman, Billings, Ramsey and Co., Inc",0.019595917942265423,0.003999999999999915
1018979,,18.0,18.0,107.0,,-1.0,,-10.0,-10.0,18.0,,0.0,100.0,1,0,1,within,AMERISAFE INC,2005,2005-10-31,2005-11-18,2005-08-03,2005-11-18,2005-11-18,2005/11/18,9.0,9.020000457763672,9.0,9.170000076293944,8.119999885559082,3272478.0,0.2222222238779068,0.0,6331,Insur,0.3400000035762787,0,0,NASDAQ,None,0,7.000999927520753,3.5,3.5,2,7.0,0+,2.178006649017334,8000000.0,17424054.0,80000000.0,174240540.0,0.8924218482779884,331.2557794676806,0.8578291436504889,0.030188152539013018,203118000.0,0.0,0.0,17.0,1.7633333206176758,9.366666793823242,37.33333206176758,-0.6535147398333067,0.0,0.0,-0.2178382466111022,2.2811718847490505,0.0,0.0,0.7603906282496836,49.15778244201694,0.0,0.0,16.385927480672308,-0.6535147398333067,2.2811718847490505,Search term,0.0,Amerisafe,10.0,0.0,0.0,-10.0,0,10,2006-05-17,180,6,5,"[9.0, 11.0]",-100.0,True,2.0,2,3,2,"Friedman, Billings, Ramsey and Co., Inc",Multiple Lead Underwriters,0.33194728497157483,0.1622837022008064
1024305,,16.0,16.0,349.0,,0.0,,0.0,0.0,16.0,,0.0,100.0,0,0,0,within,COTY INC.,2013,2013-05-28,2013-06-13,2012-06-29,2013-06-13,2013-06-13,2013/06/13,17.5,17.5,17.360000610351562,17.520000457763672,16.899999618530273,46262912.0,0.0,-0.8000000119209291,2844,Hshld,-0.119999997317791,0,0,New York Stock Exchange,None,0,9.00100040435791,6.5999999046325675,6.5999999046325675,4,26.5,0+,1.2638325691223145,57142857.0,72219008.0,999999997.5,1263832640.0,0.7731510745891277,4.896678186749322,0.3520131019691948,3.5738513605725517,3590300000.0,0.0,0.0,12.0,1.1066666841506958,14.833333015441895,48.33333206176758,1.2468035672360265,1.399292026743417,13.596437591353741,5.414177728444394,2.3301361506520144,4.762585684321374,21.48233593102456,9.52501925533265,0.9672516595962212,4.486689563674856,21.482335931024565,8.978759051431883,7.497864809048577,13.122460807672969,Public company,0.0,Coty Inc,0.0,0.0,0.0,0.0,10,43,2013-12-10,180,21,8,"[16.5, 18.5]",-100.0,True,2.0,2,6,1,BofA Merrill Lynch,Multiple Lead Underwriters,0.29637138863257384,0.10833282051160618
1028318,,30.0,30.0,104.0,,-2.0,,-15.384615384615385,-15.384615384615385,30.0,,0.0,100.0,1,0,1,under,MICRUS ENDOVASCULAR CORP,2005,2005-05-17,2005-06-16,2005-03-04,2005-06-16,2005-06-16,2005/06/16,11.0,11.0600004196167,11.010000228881836,11.25,10.979999542236328,1151036.0,0.5454545617103577,0.09090909361839294,3841,MedEq,-0.05000000074505806,0,0,NASDAQ,None,1,7.000999927520753,6.0,6.0,2,12.0,0+,4.2126216888427725,3250000.0,13691021.0,42250000.0,177983273.0,0.2986834150601196,-26.548817571599045,7.412263576545062,-0.4896639921887491,24012000.0,0.0,0.0,8.0,-0.4666666686534882,9.366666793823242,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Search term,0.0,Micrus Endovascular,15.384615384615385,0.0,0.0,-15.384615384615385,0,0,2005-12-13,180,8,8,"[12.0, 14.0]",-100.0,True,2.0,5,3,4,"A.G. Edwards and Sons, Inc",Multiple Lead Underwriters,0.0839583229942094,0.10870142593360932
1029299,,17.0,17.0,177.0,,0.0,,0.0,0.0,17.0,,0.0,100.0,0,0,0,within,"DELTEK, INC",2007,2007-10-15,2007-11-01,2007-05-08,2007-11-01,2007-11-01,2007/11/01,18.0,18.0,17.950000762939453,18.09000015258789,17.010000228881836,6054885.0,0.0,-0.2777777910232544,7372,Softw,-0.17000000178813934,0,0,NASDAQ Global Market,None,1,9.00100040435791,9.0,9.0,1,9.0,8.5+,4.78156042098999,9000000.0,43034040.0,162000000.0,774612720.0,2.12886954580962,80.94176802507837,5.92107442880839,0.22238209566194567,130823000.0,0.0,0.0,9.666666984558104,6.143333435058594,32.233333587646484,40.0,0.9755604005011626,0.6912459279579155,0.0,0.5556021094863592,0.2789940923474076,1.0502562012878447,0.0,0.4430834312117508,3.4921345920668263,2.3918693260756534,0.0,1.9613346393808264,0.6912459279579155,1.0502562012878447,Software company,0.0,Deltek,0.0,0.0,0.0,0.0,0,0,2008-04-29,180,7,10,"[17.0, 19.0]",-100.0,True,2.0,4,6,3,Credit Suisse Securities (USA) LLC,Credit Suisse Securities (USA) LLC,0.6536245099443562,0.3325657829663177
1044378,86.0,92.0,92.0,136.0,1.0,-1.0,9.090909090909092,-9.090909090909092,9.090909090909092,86.0,-2.0,2.0,93.47826086956522,2,1,1,within,BIOCEPT INC,2014,2013-11-05,2014-02-05,2013-09-23,2014-02-06,2014-02-05,2014/02/05,10.0,10.0,9.399999618530273,10.020000457763672,9.270000457763672,723740.0,0.0,-6.0,2835,Drugs,-0.09000000357627869,1,0,NASDAQ,Up,1,4.000999927520752,3.5,3.5,2,7.0,0+,2.380188465118408,1900000.0,4522358.0,20900000.0,49745938.0,10.484760716801668,-7.357588785616226,430.9059552167699,-1.4950550133359632,115445.0,0.0,9.090909090909092,18.66666603088379,4.133333206176759,25.33333396911621,52.0,-1.0356860760451512,0.8054919199448174,0.0,-0.07673138536677793,5.065881474318492,18.571779712228068,0.0,7.879220395515517,-2.1234510653944745,47.039242638835724,0.0,14.971930524480419,0.8054919199448174,18.571779712228068,Company,1.0,Bioclinica,9.090909090909092,0.0,9.090909090909092,0.0,0,0,2014-08-04,180,3,11,"[10.0, 12.0]",-100.0,True,2.0,9,2,6,Aegis Capital Corp,Multiple Lead Underwriters,0.3139362992710465,0.24613817257792428
